ID.o,S Group,C Group,Price, Volume, TradeTime, EventTime, Offer, Bid, Buyer, Seller, buyerID, sellerID, Realized Tot , R per Tr ,UnReal Q,U per tr Q, Unreal Tot $ ,User Volu,User%ofTotalVolu,Total Volu,TradeCount,1st HourVolu,1stHourUserVolu,1stHour?,last HourVolu,lastHourUserVolu,lastHour?,1stHR_Usr/1SThR_Tot,lastH-Usr/LAST-HR-Tot,1stHR_Usr/TOT_vol,lastH-Usr/TOT_vol,VWAP,Price*V,(p2/p1)-1,ln(p2/p1),Net,User Buy,User Sell,User Vol Traded (Buy+Sell),Qualify,Gender,"Based on the INFORMATION provided, the best strategy is to:",Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q26,Q27,Q45,Q28,Q47,Q29,Q30,SUM
S6C11a1,S6,C11a1,21,1,12:51:03,12065,20.5,20.2,Server,Server,0,0,2264.29996,0,-108,0,-2268,548,18.48%,2966,30,1388,185,0,2142,173,1,13.33%,8.08%,0.062373567,2.72E-05,20.28044506,21,0,0.00%,-3.70004,220,328,548,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,4,2,5,2,4,4,2,3,5,4,4,4,3,4,5,5,5,5,5,4,2,3,4,4,4,4,3,4,5,0,115
S6C10b1,S6,C10b1,21,15,12:58:08,12491,20.5,20.300001,Server,Server,0,0,65.799954,0,-20,0,-420,1810,47.87%,3781,113,1838,443,0,2452,561,1,24.10%,22.88%,0.117164771,6.05E-05,20.29883634,315,-0.02381,-2.41%,-354.200046,895,915,1810,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,2,4,5,1,5,1,1,5,3,5,3,5,5,5,5,5,1,1,5,5,3,5,3,5,5,5,5,5,5,0,116
S6C10a1,S6,C10a1,21,3,12:57:18,12441,20.5,20.300001,Server,Server,0,0,95.600005,0,-10,0,-210,790,23.80%,3320,61,1476,260,0,2424,145,1,17.62%,5.98%,0.078313253,1.80E-05,20.26903621,63,-0.02381,-2.41%,-114.399995,390,400,790,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,4,2,4,4,2,3,3,4,4,4,4,4,2,2,2,2,4,2,2,4,4,2,4,4,4,4,4,0,98
S5Ca141,S5,Ca141,21,25,12:51:32,12095,20.9,20.2,Server,Server,0,0,419.700011,0,-18,0,-378,616,20.90%,2948,40,1186,232,0,2172,67,1,19.56%,3.08%,0.078697422,1.05E-05,20.24827007,525,0.00476,0.48%,41.700011,299,317,616,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,1,4,2,5,5,2,2,4,4,4,3,2,4,4,4,3,3,3,3,2,4,4,4,3,4,4,4,4,0,101
S5C9C14,S5,C9C14,20.3,10,12:57:29,12455,21,20.5,Server,Server,0,10,-1779.8,203,90,-10,1827,450,15.34%,2934,22,1626,180,0,1784,180,1,11.07%,10.09%,0.061349693,3.44E-05,20.33074304,203,0.00985,0.98%,47.2,270,180,450,4,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),5,4,4,4,1,5,1,1,3,5,3,3,3,3,5,3,5,3,5,5,3,5,4,5,5,3,3,5,5,3,1,113
S5C9b14,S5,C9b14,21,20,12:52:40,12162,20.9,20.300001,Server,Server,0,0,14.7,0,0,0,0,360,12.88%,2794,16,788,0,0,2194,180,1,0.00%,8.20%,0,2.94E-05,20.36399431,420,0,0.00%,14.7,180,180,360,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,2,4,5,2,4,3,2,4,4,4,5,5,3,4,5,5,5,5,5,4,3,3,4,5,5,5,5,5,5,0,123
S5C9a14,S5,C9a14,20.9,26,12:58:21,12504,20.9,20.4,Server,Server,0,0,-31.3,0,0,0,0,540,16.64%,3246,23,1428,180,0,2370,120,1,12.61%,5.06%,0.055452865,1.56E-05,20.31004315,543.4,0.00478,0.48%,-31.3,270,270,540,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,2,5,4,2,4,1,4,3,4,4,3,4,4,2,2,2,2,4,3,3,4,4,4,3,4,4,4,4,1,98
S5C8C14,S5,C8C14,21,12,12:58:02,12484,20.9,20.4,Server,Server,0,0,-44.00005,0,-2,0,-42,1034,29.48%,3508,54,1406,418,0,2608,320,1,29.73%,12.27%,0.119156214,3.50E-05,20.28363742,252,0,0.00%,-86.00005,516,518,1034,4,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),4,2,3,1,4,4,4,2,3,2,3,4,3,2,3,4,4,4,4,4,2,4,3,4,4,4,2,2,4,3,0,96
S5C8b14,S5,C8b14,20.1,8,12:59:39,12582,21.1,20.300001,Server,Server,0,10,2702.19997,160.8,-148,-8,-2974.8,1912,43.71%,4374,91,1738,372,0,3744,880,1,21.40%,23.50%,0.085048011,5.37E-05,20.2487655,160.8,0.00995,0.99%,-272.60003,882,1030,1912,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),5,1,1,4,2,3,3,3,2,2,2,3,5,2,3,5,5,4,4,2,3,2,3,4,5,4,4,2,2,1,0,91
S5C8a14,S5,C8a14,21,11,12:58:10,12493,20.9,20.4,Server,Server,0,0,-5375.800086,0,260,0,5460,1340,35.35%,3791,70,2032,560,0,2168,60,1,27.56%,2.77%,0.14771828,7.30E-06,20.2311264,231,0,0.00%,84.199914,800,540,1340,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,2,4,3,2,3,3,2,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,0,104
S5C7C14,S5,C7C14,21,50,12:58:16,12497,21.1,21,Server,Server,10,10,1713.6,0,-90,0,-1890,810,23.87%,3393,45,788,75,0,3066,510,1,9.52%,16.63%,0.022104332,4.90E-05,20.3720896,1050,-0.01905,-1.92%,-176.4,360,450,810,4,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,5,4,4,3,4,5,2,4,4,4,4,3,3,4,2,3,2,4,4,4,4,4,4,4,5,4,4,3,4,0,110
S5C7b14,S5,C7b14,20.9,12,12:59:35,12577,20.9,20.4,Server,Server,0,0,73.99998,0,-10,0,-209,550,13.38%,4110,34,2932,320,0,2060,30,1,10.91%,1.46%,0.077858881,3.54E-06,20.23776164,250.8,0.00478,0.48%,-135.00002,270,280,550,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,5,4,5,2,5,5,1,4,4,4,4,3,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,0,116
S5C7a14,S5,C7a14,21,31,12:55:24,12328,20.7,20.5,Server,Server,0,0,-88.29992,0,0,0,0,488,13.73%,3554,32,1808,284,0,2370,20,1,15.71%,0.84%,0.079909961,2.37E-06,20.31719199,651,0.00476,0.48%,-88.29992,244,244,488,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,5,5,2,5,5,2,1,5,5,5,4,4,4,4,4,4,4,4,5,3,1,5,4,4,4,4,4,3,4,0,115
S5C6C14,S5,C6C14,20.8,5,12:56:44,12405,21,20.800001,Server,Server,0,10,2128.89995,104,-103,-5,-2142.4,347,12.32%,2816,35,948,100,0,2242,122,1,10.55%,5.44%,0.035511364,1.93E-05,20.27997162,104,0.00962,0.96%,-13.50005,122,225,347,4,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,1,4,4,2,4,4,2,5,5,5,3,4,4,4,5,5,3,3,4,4,3,4,4,4,5,5,5,3,5,1,116
S5C6B14,S5,C6B14,20.5,22,12:51:18,12079,20.5,20.2,Server,Server,0,0,585.89996,0,-28,0,-574,262,9.79%,2675,21,888,70,0,1990,55,1,7.88%,2.76%,0.026168224,1.03E-05,20.2820935,451,0.02439,2.41%,11.89996,117,145,262,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,5,1,5,1,5,5,1,5,5,5,1,1,1,4,4,4,4,4,5,5,1,1,5,3,4,5,5,4,1,0,102
S5C6a14,S5,C6a14,20.8,5,12:56:44,12405,21,20.800001,Server,Server,0,10,2128.89995,104,-103,-5,-2142.4,347,12.32%,2816,35,948,100,0,2242,122,1,10.55%,5.44%,0.035511364,1.93E-05,20.27997162,104,0.00962,0.96%,-13.50005,122,225,347,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,3,4,5,1,5,4,1,4,2,4,4,4,2,5,5,5,4,4,4,5,2,2,4,5,4,4,3,4,5,0,113
S5C5C14,S5,C5C14,21,11,12:57:26,12448,20.9,20.800001,Server,Server,0,0,-8,0,0,0,0,48,1.75%,2737,7,884,48,0,2078,0,1,5.43%,0.00%,0.01753745,0,20.34735114,231,0,0.00%,-8,24,24,48,4,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,1,2,3,3,1,2,3,2,2,3,4,4,2,4,4,2,2,2,3,5,2,2,4,1,1,5,1,1,4,0,79
S5C5b14,S5,C5b14,20.6,19,12:57:33,12455,20.6,20.4,Server,Server,0,0,-3.5,0,0,0,0,18,0.67%,2702,8,812,12,0,2068,0,1,1.48%,0.00%,0.004441155,0,20.35355295,391.4,0.02427,2.40%,-3.5,9,9,18,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),3,3,3,4,4,4,3,3,4,4,4,3,3,2,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,4,0,103
S5C5a14,S5,C5a14,21,20,12:55:39,12341,21,20.6,Server,Server,10,0,1265.6,-420,-67,20,-1407,629,20.34%,3093,46,1454,186,0,2070,251,1,12.79%,12.13%,0.06013579,3.92E-05,20.343356,420,0,0.00%,-141.4,281,348,629,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0,115
S5C4C14,S5,C4C14,21,16,12:50:39,12040,20.7,20.4,Server,Server,0,0,-467.700038,0,20,0,420,340,12.04%,2825,18,1514,180,0,1424,0,1,11.89%,0.00%,0.063716814,0,20.26743367,336,-0.01429,-1.44%,-47.700038,180,160,340,4,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,2,4,4,4,4,3,3,2,4,4,4,4,4,3,4,2,2,2,4,3,3,4,4,4,4,4,3,4,4,0,102
S5C4b14,S5,C4b14,20.6,19,12:57:24,12447,20.6,20.4,Server,Server,0,0,-98.199975,0,3,0,61.8,457,14.97%,3052,30,1108,125,0,2106,47,1,11.28%,2.23%,0.04095675,7.31E-06,20.30170382,391.4,0.01942,1.92%,-36.399975,230,227,457,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,5,4,5,1,4,3,1,4,4,4,4,4,4,4,4,4,2,4,4,3,3,5,4,4,4,5,4,4,3,0,109
S5C4a14,S5,C4a14,21.1,56,12:51:48,12110,21.300001,21.1,Server,Server,0,0,-504.9001,0,-3,0,-63.3,2243,40.72%,5509,109,3032,595,0,2970,769,1,19.62%,25.89%,0.108005083,4.70E-05,20.25846801,1181.6,-0.00474,-0.48%,-568.2001,1120,1123,2243,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,4,2,4,4,2,3,4,4,4,3,2,4,2,2,2,2,4,3,3,4,2,2,2,2,2,2,2,0,86
S5C3C14,S5,C3C14,20.6,19,12:57:25,12448,20.6,20.4,Server,Server,0,0,-52.90002,0,0,0,0,360,11.45%,3143,38,1048,130,0,2526,70,1,12.40%,2.77%,0.041361756,8.82E-06,20.31199494,391.4,0.01942,1.92%,-52.90002,180,180,360,4,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,4,4,5,5,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,118
S5C3b14,S5,C3b14,20.4,4,12:59:17,12562,21,20.4,Server,Server,0,10,-32.9,81.6,0,-4,0,320,10.75%,2978,33,948,80,0,2336,160,1,8.44%,6.85%,0.026863667,2.30E-05,20.32975154,81.6,0,0.00%,-32.9,160,160,320,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,2,4,4,4,4,4,0,112
S5C3a14,S5,C3a14,20.800001,14,12:57:37,12458,20.800001,20.7,Server,Server,0,0,-125.20006,0,0,0,0,600,17.70%,3389,44,2028,400,0,1974,20,1,19.72%,1.01%,0.118028917,2.99E-06,20.28114496,291.200014,0.00962,0.96%,-125.20006,300,300,600,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,5,3,2,4,3,4,4,3,5,5,4,4,2,4,2,5,1,3,4,4,2,4,4,4,2,4,4,3,2,0,101
S5C2C14,S5,C2C14,20.5,6,12:52:39,12163,21.1,20.7,Server,Server,0,10,4810.400007,123,-271,-6,-5555.5,2673,58.55%,4565,141,2074,668,0,1820,377,1,32.21%,20.71%,0.146330778,4.54E-05,20.13325302,123,0,0.00%,-745.099993,1201,1472,2673,4,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,5,2,4,4,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,118
S5C2b14,S5,C2b14,21.2,26,12:58:43,12526,20.9,20.300001,Server,Server,0,0,4745.000007,0,-255,0,-5406,2711,56.99%,4757,129,2624,719,0,3098,854,1,27.40%,27.57%,0.15114568,5.79E-05,20.2491066,551.2,0,0.00%,-660.999993,1228,1483,2711,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,3,4,5,1,3,4,2,3,3,5,4,4,4,4,4,4,4,4,3,3,3,5,3,4,3,4,3,4,4,0,108
S5C2a14,S5,C2a14,21,30,12:59:09,12551,21,20.300001,Server,Server,10,10,11295.00017,0,-574,0,-12054,2906,62.12%,4678,131,2476,818,0,3564,1267,1,33.04%,35.55%,0.174861052,7.60E-05,20.25718262,630,0.00476,0.48%,-758.999834,1166,1740,2906,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),1,5,4,4,1,5,5,1,4,4,5,4,5,4,4,5,5,5,5,5,4,3,5,4,5,4,5,4,5,5,0,125
S5C1C14,S5,C1C14,21,11,12:59:44,12589,20.9,20.6,Server,Server,0,0,16664.10005,0,-826,0,-17346,1414,36.36%,3889,70,1450,278,0,3124,328,1,19.17%,10.50%,0.071483672,2.70E-05,20.19992293,231,-0.00476,-0.48%,-681.899951,294,1120,1414,4,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,3,3,5,5,1,2,2,4,3,3,3,4,5,5,5,5,5,4,4,5,3,4,4,5,4,4,4,0,114
S5C1b14,S5,C1b14,20.4,24,12:59:54,12596,20.2,20.1,Server,Server,0,0,13986.50012,0,-692,0,-14116.8,1078,38.16%,2825,60,788,193,0,2616,459,1,24.49%,17.55%,0.068318584,6.21E-05,20.14782305,489.6,0,0.00%,-130.29988,193,885,1078,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,4,2,4,4,2,5,5,4,4,4,4,4,4,4,4,4,4,2,2,3,4,5,4,4,4,4,4,0,112
S5C1a14,S5,C1a14,20.5,28,12:59:38,12579,20.5,20.2,Server,Server,0,10,15963.60009,574,-790,-28,-16195,926,30.21%,3065,51,788,27,0,2616,498,1,3.43%,19.04%,0.008809135,6.21E-05,20.16512239,574,0,0.00%,-231.399911,68,858,926,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,2,3,3,3,2,2,4,4,2,4,4,2,2,2,2,2,4,2,2,4,4,2,4,2,4,5,0,88
S5C14C1,S5,C14C1,21,4,12:58:03,12486,20.9,20.800001,Server,Server,0,0,1704.90003,0,-81,0,-1701,583,19.72%,2956,36,1106,174,0,2560,153,1,15.73%,5.98%,0.058863329,2.02E-05,20.27192153,84,-0.00476,-0.48%,3.90003,251,332,583,1,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,2,2,2,3,4,3,4,4,4,3,3,3,3,2,2,2,2,4,3,3,4,3,3,3,3,3,3,3,0,87
S5C14b1,S5,C14b1,20.9,21,12:58:36,12517,20.9,20.7,Server,Server,0,0,2303.000032,0,-112,0,-2340.8,692,22.70%,3049,46,1090,284,0,2642,122,1,26.06%,4.62%,0.093145294,1.51E-05,20.28038702,438.9,0.00478,0.48%,-37.799968,290,402,692,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,4,4,2,5,1,2,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,115
S5C12C1,S5,C12C1,21,10,12:59:16,12559,21,20.7,Server,Server,10,0,2573.7,-210,-129,10,-2709,939,27.36%,3432,73,1866,255,0,2780,455,1,13.67%,16.37%,0.074300699,4.77E-05,20.27706878,210,-0.01429,-1.44%,-135.3,405,534,939,1,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,2,4,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,3,2,0,103
S5C12b1,S5,C12b1,21.4,4,12:59:47,12590,20.9,21.2,Server,Server,0,0,2898.599888,0,-157,0,-3359.8,2185,45.09%,4846,139,1334,241,0,4676,1134,1,18.07%,24.25%,0.049731738,5.00E-05,20.31048293,85.6,-0.02336,-2.36%,-461.200112,1014,1171,2185,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,4,4,3,4,3,3,5,3,4,4,5,5,4,5,1,1,1,1,5,3,3,4,4,5,5,5,5,5,2,0,108
S5C12a1,S5,C12a1,20.8,2,12:59:42,12584,21,20.800001,Server,Server,0,10,-1928.90005,41.6,90,-2,1872,1114,35.16%,3168,67,1048,231,0,1834,214,1,22.04%,11.67%,0.072916667,3.68E-05,20.26669828,41.6,0.00962,0.96%,-56.90005,602,512,1114,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,2,5,4,1,3,3,2,3,2,1,4,5,3,2,4,4,4,4,2,4,2,2,4,4,3,4,2,2,4,0,90
S5C11C1,S5,C11C1,20.8,21,12:53:19,12200,20.800001,20.6,Server,Server,0,0,5952.999994,0,-294,0,-6115.2,1206,36.17%,3334,72,1372,415,0,2398,130,1,30.25%,5.42%,0.124475105,1.63E-05,20.26085789,436.8,0.00962,0.96%,-162.200006,456,750,1206,1,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,3,3,4,2,4,4,1,4,3,4,4,4,4,4,2,2,2,2,3,4,2,2,4,5,5,5,3,3,2,0,98
S5C11b1,S5,C11b1,20.2,21,12:56:53,12417,21,20.800001,Server,Server,0,10,7127.49998,424.2,-352,-21,-7110.4,1118,34.00%,3288,64,1108,283,0,2280,190,1,25.54%,8.33%,0.08607056,2.53E-05,20.21934311,424.2,-0.00495,-0.50%,17.09998,383,735,1118,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,2,3,3,1,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,0,95
S5C11a1,S5,C11a1,21,28,12:52:43,12165,20.9,20.1,Server,Server,0,0,4247.700088,0,-211,0,-4431,695,21.89%,3175,46,1010,219,0,2368,88,1,21.68%,3.72%,0.068976378,1.17E-05,20.25193705,588,-0.00476,-0.48%,-183.299912,242,453,695,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0,111
S5C10b1,S5,C10b1,20.9,47,12:52:49,12171,20.9,20.1,Server,Server,0,0,4393.300069,0,-216,0,-4514.4,392,13.84%,2832,42,808,54,0,2384,155,1,6.68%,6.50%,0.019067797,2.30E-05,20.26634889,982.3,0,0.00%,-121.099931,88,304,392,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,2,4,4,2,2,2,4,4,4,4,4,3,3,3,3,4,3,3,5,4,4,4,4,4,4,3,1,103
S5C10a1,S5,C10a1,21,11,12:54:49,12291,20.9,20.2,Server,Server,0,0,4510.200052,0,-222,0,-4662,410,14.16%,2896,59,842,89,0,2506,170,1,10.57%,6.78%,0.030732044,2.34E-05,20.284634,231,0,0.00%,-151.799948,94,316,410,A,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,4,4,3,4,4,4,3,3,3,4,4,4,4,4,2,2,2,2,3,3,3,5,4,2,3,4,4,4,4,0,102
S4C9C09,S4,C9C09,21,13,12:57:44,12465,20.6,20.5,Server,Server,0,0,3.59996,0,0,0,0,132,4.37%,3024,15,900,56,0,2576,0,1,6.22%,0.00%,0.018518519,0,20.33710321,273,0,0.00%,3.59996,66,66,132,9,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,2,3,4,2,4,4,5,3,5,3,4,2,2,2,2,5,3,3,4,4,3,3,4,3,4,3,0,98
S4C9B09,S4,C9B09,20.9,26,12:53:15,12198,20.9,20.4,Server,Server,0,0,8.59995,0,0,0,0,112,4.06%,2758,8,830,22,0,2170,0,1,2.65%,0.00%,0.007976795,0,20.33473533,543.4,0.00478,0.48%,8.59995,56,56,112,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,3,4,2,3,3,3,4,5,5,5,5,3,5,5,5,5,5,5,3,3,4,4,3,4,4,5,4,5,0,119
S4C9A09,S4,C9A09,21,13,12:57:51,12474,20.6,20.4,Server,Server,0,0,2.7,0,0,0,0,54,1.99%,2711,5,842,28,0,2068,0,1,3.33%,0.00%,0.010328292,0,20.34905942,273,-0.01905,-1.92%,2.7,27,27,54,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),5,3,4,2,4,5,4,1,5,3,5,5,4,3,5,5,5,5,5,5,5,3,5,3,3,5,4,4,5,2,0,122
S4C8C09,S4,C8C09,20.6,24,12:54:48,12289,20.6,20.4,Server,Server,0,0,-1060.099978,0,52,0,1071.2,126,4.61%,2733,8,788,0,0,2032,37,1,0.00%,1.82%,0,6.66E-06,20.35466524,494.4,0.01942,1.92%,11.100022,89,37,126,9,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,3,3,3,4,3,5,5,5,4,4,5,4,3,2,2,4,4,2,5,3,4,4,4,5,5,5,0,112
S4C8b09,S4,C8b09,20.6,19,12:57:45,12466,20.6,20.4,Server,Server,0,0,-36.599981,0,2,0,41.2,70,2.57%,2720,6,792,2,0,2068,0,1,0.25%,0.00%,0.000735294,0,20.35055151,391.4,0.01942,1.92%,4.600019,36,34,70,B,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,4,4,4,3,5,5,2,3,5,5,5,5,5,5,1,1,1,1,5,5,3,5,5,5,5,5,4,4,5,1,118
S4C8a09,S4,C8a09,20.5,19,12:57:52,12474,20.5,20.300001,Server,Server,0,0,2302.400035,0,-114,0,-2337,314,10.53%,2983,18,918,65,0,2450,99,1,7.08%,4.04%,0.021790144,1.35E-05,20.35598395,389.5,0.02927,2.88%,-34.599965,100,214,314,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,2,4,2,1,3,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,5,4,3,4,4,3,0,104
S4C7C09,S4,C7C09,20.4,46,12:59:00,12544,20.4,20.300001,Server,Server,0,10,7700.00031,938.4,-376,-46,-7670.4,2452,66.45%,3690,102,1990,860,0,3284,1128,1,43.22%,34.35%,0.233062331,9.31E-05,20.21048791,938.4,0,0.00%,29.60031,1038,1414,2452,9,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,4,4,4,2,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,5,2,3,3,5,4,4,4,4,5,0,104
S4C7b09,S4,C7b09,20.9,46,12:59:37,12581,20.9,20.6,Server,Server,0,0,4232.60005,0,-207,0,-4326.3,1835,48.75%,3764,92,1560,612,0,3446,563,1,39.23%,16.34%,0.162592986,4.34E-05,20.21086611,961.4,0,0.00%,-93.69995,814,1021,1835,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,2,3,3,2,4,2,4,4,4,4,4,4,2,4,2,3,4,2,2,4,4,4,3,3,3,4,0,97
S4C7a09,S4,C7a09,20.8,39,12:59:31,12574,20.800001,20.5,Server,Server,0,0,7879.5001,0,-387,0,-8049.6,2337,57.78%,4045,103,1346,384,0,3608,893,1,28.53%,24.75%,0.094932015,6.12E-05,20.20477135,811.2,0,0.00%,-170.0999,975,1362,2337,A,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,1,1,4,2,3,3,2,2,4,3,2,2,2,3,2,4,2,2,4,4,3,5,4,2,2,3,4,3,4,0,86
S4C6C09,S4,C6C09,20.6,3,12:59:54,12597,20.5,20.300001,Server,Server,0,0,12494.5,0,-613,0,-12627.8,1457,39.34%,3704,58,2064,314,0,3180,749,1,15.21%,23.55%,0.084773218,6.36E-05,20.23161456,61.8,0.00485,0.48%,-133.3,422,1035,1457,9,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,3,4,3,2,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,3,4,4,4,4,4,4,0,107
S4C6b09,S4,C6b09,20.4,31,12:58:44,12526,20.300001,20.2,Server,Server,0,10,9594.400297,632.4,-470,-31,-9588,1020,32.32%,3156,42,1110,112,0,2660,516,1,10.09%,19.40%,0.035487959,6.15E-05,20.23114713,632.4,-0.0049,-0.49%,6.400297,275,745,1020,B,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,2,2,2,5,1,2,5,3,3,4,3,4,4,4,1,1,1,1,4,3,3,5,2,1,2,2,2,2,4,0,82
S4C6a09,S4,C6a09,21.1,57,12:59:53,12597,21.1,20.9,Server,Server,10,0,-5313.900062,-1202.7,253,57,5338.3,653,19.17%,3406,37,1146,171,0,2952,322,1,14.92%,10.91%,0.05020552,3.20E-05,20.33722846,1202.7,0,0.00%,24.399938,453,200,653,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,2,2,4,2,5,2,1,4,4,5,5,5,4,3,4,4,4,4,4,4,3,5,4,5,2,5,4,4,4,0,112
